domain,label,class
mtbproject.com,normal.alexa,0
shindiristudio.com,normal.alexa,0
oauaitvtdy.com,,1
7g5ijs92f8tm.com,,1
tourismeloiret.com,normal.alexa,0
uswings.com,normal.alexa,0
gqndevsfrtkqnmuv.org,,1
jy61x1po6at7lw.ddns.net,,1
ignitepoint.com,normal.alexa,0
excitemental.com,normal.alexa,0
codeitrightonline.com,normal.alexa,0
r228128fd387bff1149f9681ce1e68fc96.cn,,1
healthayush.blogspot.in,normal.alexa,0
dqpovhz.com,,1
gardenshedcd.com,normal.alexa,0
qksioqmicgokkqsm.org,,1
kjurnbcmmw.com,,1
zahwfsvulc.ru,,1
rmkrzitnvlkklii.org,,1
gqmiaeicqmqciqmo.org,,1
phannha.net,normal.alexa,0
shikshanjagat.in,normal.alexa,0
causereadypacesupposeprint.com,dga.matsnu,1
d3wynightunr0lls.wordpress.com,normal.alexa,0
u8p3o3aouqna19g4se91hns6x9.net,,1
xbdaxzkt.org,,1
optionsmegastore.com,normal.alexa,0
riddenstorm.ru,,1
msarticles.in,normal.alexa,0
vms.de,normal.alexa,0
opynk9ijode7.net,,1
gatazabe.info,,1
yucnrkbubmswjspzthcadpvlz.org,,1
qpshcpwvu.ru,,1
persun.fr,normal.alexa,0
yopdsemitismgavenuteq.com,,1
bluebanana.com,normal.alexa,0
ns1.backdates3.net,,1
fideliacasa.ro,normal.alexa,0
xnjyanerraticallyqozaw.com,,1
nxbuyiitnfn.org,,1
christobelethelbert.net,,1
jlnnvdxuhord.net,,1
ceoanae.info,,1
cellinnov.com,normal.alexa,0
ryhan.eu,,1
vwnawpuhflwwi.org,,1
vitae.ac.uk,normal.alexa,0
equalunder.net,,1
qimfskilrtyw9i.com,,1
febest.eu,normal.alexa,0
ping.com,normal.alexa,0
jkljcciwdssocjmn.eu,,1
xn--sim-7c4bv91th1mp9do55h.net,normal.alexa,0
makemobi.net,normal.alexa,0
cdrtxoasyjwzuqlgpx.com,,1
justshortstay.com,normal.alexa,0
xxxmovz.net,normal.alexa,0
wvvwac.com,,1
1u1gq9kf787ya1nq9ac1okkik3.org,,1
mmyyphcmhdeqbiky.biz,,1
eypdmen.com,dga.banjori,1
cxkhfzyqixnq.com,,1
jkkvyxsbqecf.com,,1
pz87u9dqzvu9cm7iovo5wsug.org,,1
dgftebrc.nic.in,normal.alexa,0
unwinnable.com,normal.alexa,0
k12.com.cn,normal.alexa,0
mrtower.ru,normal.alexa,0
knopmqv4cvl4.net,,1
kdbstartup.or.kr,normal.alexa,0
lbqmuskocjikrfcmtxifs.bz,,1
xnxx-free.com,normal.alexa,0
gamenivora.com,normal.alexa,0
rpxbqyscandaxwiw.eu,,1
zhf52v1n9dvcr1x7tm5eeemp0h.net,,1
huntmads.com,normal.alexa,0
djkaptwmdhcylpnat.click,,1
redspot.tv,normal.alexa,0
bebesetmamans.com,normal.alexa,0
h8e8fccd97e870a5d3d7e8c63983eb13c8.ws,,1
qshiealclcg.info,,1
365.com,normal.alexa,0
ogaoegagkiwgsggu.org,,1
2037834f3920d4ec795178ecc7a97d32.info,,1
touch4biz.com,normal.alexa,0
ergetadobeyflashpla.co.uk,,1
revistadacerveja.com.br,normal.alexa,0
utahihsniti.ru,,1
1mrwig911j7o2duvo4tf88yuim.net,dga.post,1
whopostthis.com,normal.alexa,0
essure.com,normal.alexa,0
seeratesonpaydayloans.com,normal.alexa,0
vodafone.com.mt,normal.alexa,0
fengdu100.com,normal.alexa,0
codensa.com.co,normal.alexa,0
quintelligence.com,normal.bambenek,0
freeonlinemahjonggames.net,normal.alexa,0
wolfpropiedades.com.ar,normal.alexa,0
livetrack24.com,normal.alexa,0
qsnekui.info,,1
gerqutrbnxttv.ru,,1
hyermpyiel.info,,1
mscepftshmafumvg.eu,,1
panasonic.co.nz,normal.alexa,0
kapanet.gr,normal.alexa,0
oyttwuyshcgxxaenbit.com,,1
spiegel.tech,normal.alexa,0
royal-cash.com,normal.alexa,0
rxqjujybfvbr.org,,1
khwnklopibo.org,,1
tallinksilja.fi,normal.alexa,0
wzayef-alahram.blogspot.com,normal.alexa,0
eb3fwtaparoxi4kn7nwlwn7.ddns.net,,1
qpmcnlyipsas.info,,1
xplaner.com,normal.alexa,0
lashfplayergetadobe.net,,1
hrh212onix5lo7bx.com,,1
tbn.org,normal.alexa,0
lmbydozmnm.top,,1
zuayrajpuip.org,,1
ywcimnoycx.com,,1
url-x.net,normal.alexa,0
ifbbcksrrrbf.pw,,1
96446365ef0d2abb7b449c14c25cc0e8.co.cc,,1
brosupps.com,normal.alexa,0
jzltngtetef.info,,1
kxbncqrkqjt9v.com,,1
cespt.gob.mx,normal.alexa,0
seelotus.com,normal.alexa,0
ylatlfrusugkblkxifzlibscx.biz,,1
abercrombie.com.tw,normal.alexa,0
ktccihhswyramz.com,,1
edujgzyd.org,,1
whiteoakarmament.com,normal.alexa,0
criminalattorneymiami.net,normal.alexa,0
32pag.es,normal.alexa,0
limruwmvdexajd.me,,1
ooqsilzltonzrrur.biz,,1
kropshyibyfsdw.co.uk,,1
vmlarmbkzqb.top,,1
futboliatv.com,normal.alexa,0
awadu.net,normal.alexa,0
xn----ctbgbadcrc0crfa1a.xn--p1ai,normal.alexa,0
guppeilo.ru,dga.pushdo,1
kmall24.com,normal.alexa,0
pet-happy.jp,normal.alexa,0
3fwb5nstkhebcb3tsn1pqhi.ddns.net,,1
wmk2wtqp1ygllnhbpy.net,,1
goodpdf.eu,normal.alexa,0
kdhpxp.com,,1
bannerflow.com,normal.alexa,0
suckhoechocanha.com,normal.alexa,0
noticiasextremasbr.com,normal.alexa,0
ehw2exc8e8g81h5vqvo.ddns.net,,1
caesarscentre.com,normal.alexa,0
igvpbmlgaindzthadbetklbdy.net,,1
blueislands.com,normal.alexa,0
hqooyyroxox.org,,1
vkqwfxyjywyekuhyu.com,,1
eng9incxi3sx.org,,1
shengjingbank.com.cn,normal.alexa,0
lvrkhuatgjruwukytghzhzijdi.ru,,1
fe6b9ef68a83435ee38d518c042cec816c.ws,,1
windsorpeak.com,normal.alexa,0
jembutprediction.info,normal.alexa,0
nashestvie.ru,normal.alexa,0
20minutos.tv,normal.alexa,0
newfilestor.com,normal.alexa,0
ctkgbt.com,,1
in-lohmar.de,normal.alexa,0
3ity1vbp9a2a8wt7.org,,1
ns1.dnsfor0.org,,1
fcecebmdklalkacl.com,,1
virartech.ru,normal.alexa,0
75a20c27016dbf4114095484921aa094.cz.cc,,1
17lvdgz1bo3g7l1pm2khyatf6dc.com,,1
kaithai.com,normal.alexa,0
k1k2k3.com,normal.alexa,0
ehcqpudyrkktsmapm.com,,1
thegamecrafter.com,normal.alexa,0
s3pftj3d3llr5d11bl1fpcmln.biz,,1
cascadecu.org,normal.alexa,0
dqrwlazclu7w.net,,1
cssjunction.com,normal.alexa,0
loire.fr,normal.alexa,0
angerprogressfightresult.com,,1
ywmwokyqomcomiuw.org,dga.ramdo,1
ciprsxyhcmnboswnbduhibuwodr.ru,,1
rzecznikprasowy.pl,normal.alexa,0
sufferdifference.ru,,1
1195ong10hw5ddutg1hi21lcps.net,,1
cmkgelpqnfmymprcl.com,,1
siemens.com.tr,normal.alexa,0
ducea.com,normal.alexa,0
webantena.net,normal.alexa,0
ekmuyrjkigsauc.com,,1
100raz.com,normal.alexa,0
juegosjuegos.asia,normal.alexa,0
se389c336e502fb4db8fc869534d6adeb4.to,,1
cm9yasz9gqtu.com,,1
gugwllaabettingk.com,dga.banjori,1
lyfk9mf4d678.net,,1
farmaventas.es,normal.alexa,0
aaibkbnkncaxyjiph.net,,1
ciymgq.com,,1
lozqiduc.ru,,1
hebpa.net,normal.alexa,0
skjbipfqfqdojlfamwsugmnsmp.ru,,1
mento.ir,normal.alexa,0
vclprfuordkprdwj.eu,,1
elliniki-gnomi.eu,normal.alexa,0
jmfurlott.com,normal.alexa,0
stauer.com,normal.alexa,0
easyriser.fr,normal.alexa,0
bbo5ymgzpi3f1wdyaocb5czm.org,,1
idesigntimes.com,normal.alexa,0
2qg0js10wxr363tmx8u1fb0efc.biz,,1
glassanimal.net,,1
artwolfe.com,normal.alexa,0
iuqwmicskumaewyi.org,dga.ramdo,1
testeurzenfoneselfie.fr,normal.alexa,0
appi.org,normal.alexa,0
eltwhed.com,normal.alexa,0
iqogoecoqgkywuoq.org,,1
n7nk2rz9gfdco6nm.net,,1
ummeaqom.ddns.net,,1
ophtalmologie.fr,normal.alexa,0
sarkariresults.info,normal.alexa,0
idmonitoringservice.com,normal.alexa,0
ovofvefeero.ddns.net,,1
kredit-v-russia.ru,normal.alexa,0
univ-lr.fr,normal.alexa,0
mnliteracy.org,normal.alexa,0
j0372d04945b6916b4038ea9c5c4f1379b.in,dga.dyre,1
emkqacwoegugaiea.org,,1
bladeandsoultr.com,normal.alexa,0
railscot.co.uk,normal.alexa,0
fadnbmaablalclko.com,,1
iyvsdajlrpvei.com,,1
filmsdivision.org,normal.alexa,0
pulse.com.ng,normal.alexa,0
hajqfbjtauv3.com,,1
youm-1.com,normal.alexa,0
fgqeldjiyge.com,,1
euroloan.fi,normal.alexa,0
zljfyqsdythmxhugequwaymnwo.com,,1
1rautw92hhfcs1wpp5d61ff4p6.net,,1
tyrotann.pw,,1
brothershelteroughtsortprofile.com,,1
momhui.com,normal.alexa,0
refov.net,normal.alexa,0
sexybombergirl.blogspot.com,normal.alexa,0
1ck6g6h1tnd8m75t9781qhmllv.net,,1
michelinman.com,normal.alexa,0
tarihportali.org,normal.alexa,0
pinellascounty.org,normal.alexa,0
53su5hiqf6yz9ypj.org,,1
bakytpfsnnfsggt.biz,,1
partnerwithconnie.info,normal.alexa,0
movembed.com,normal.alexa,0
kw5banikkxbdfbzbm3.com,,1
sesisenaisp.org.br,normal.alexa,0
momspornvideos.com,normal.alexa,0
mekarsari.com,normal.alexa,0
nliwgnlnhwdccqkt.eu,,1
optimove.com,normal.alexa,0
chefkthlydxx.com,,1
rsct.ir,normal.alexa,0
vera.com.uy,normal.alexa,0
y79nsf1lakizo13kis7uls402q.net,,1
benugo.com,normal.alexa,0
eerstehulpbijrecht.nl,normal.alexa,0
panamajack.es,normal.alexa,0
ahml.info,normal.alexa,0
s548c6c0956884ae3dff16a50e985ef093.hk,,1
mnsretq.org,,1
ventures.dk,normal.alexa,0
cmmrbedefehicycpnzhlypoz.ru,,1
ouqj6qynuwixsqv63g.biz,dga.rovnix,1
jmmpa.jp,normal.alexa,0
1orbifg17w9o1s180iligq0rxhz.com,dga.post,1
rtvnoord.nl,normal.alexa,0
klase.lt,normal.alexa,0
supereverything.gr,normal.alexa,0
public.lu,normal.alexa,0
arv3yelabpo5soebv7.com,,1
myaudencianetwork.com,normal.alexa,0
yuihwovki.dyndns.org,,1
maxonofuvav.eu,,1
xmwvjqxpxfknlkedw.su,,1
e716559ee607aa0ccb1532d00c5f03ea26.hk,,1
truevaping.ru,normal.alexa,0
qixoqrak.ru,,1
1mift9ot9qt0tv385jbsrfilg.org,,1
neideoso.ru,,1
priceza.com,normal.alexa,0
donorfirst.org,normal.alexa,0
logicsgames.com,normal.alexa,0
madirish.net,normal.alexa,0
iwi4i4u06sqw.top,,1
qagoancorml.com,dga.banjori,1
dcuniverseonline.com,normal.alexa,0
traveltourismdirectory.info,normal.alexa,0
skyland.ru,normal.alexa,0
myloancare.in,normal.alexa,0
kenh7.vn,normal.alexa,0
jietime.com,normal.alexa,0
examplewinuseinstallshelter.com,dga.matsnu,1
core-vps.lv,normal.alexa,0
biologikaorganikaproionta.com,normal.alexa,0
babyhazelgames.pk,normal.alexa,0
addlbbafcnkaocbb.com,,1
unibe.ch,normal.alexa,0
wwqwecigeawcgwqy.org,dga.ramdo,1
idw-online.de,normal.alexa,0
dommaster.su,normal.alexa,0
c878y2erk8sh1x12gho.ddns.net,,1
triviacountry.com,normal.alexa,0
cortosporno.com,normal.alexa,0
cgosweim.org,,1
cruiseaway.com.au,normal.alexa,0
sxrsriunloviqqsr.net,,1
totalphase.com,normal.alexa,0
xdnodznlxei.yi.org,,1
bypqdgpmb.ru,,1
islam-deutschland.info,normal.alexa,0
6g5luw1153nao1jwysku1hkqc6j.com,,1
abcbiznes.ru,normal.alexa,0
ineter.gob.ni,normal.alexa,0
bumfpzhyugpuokjsvgvoaeht.ru,,1
onipdtbvifog.com,,1
staffsolutionsinc.com,normal.alexa,0
luhmhixmhsv.ru,,1
mgvobstbh.net,,1
acebit.com,normal.alexa,0
jniosh.go.jp,normal.alexa,0
kvdeztgqhmpqwhiytculdxlb.ru,,1
xrbmpqlbpfsibn.com,,1
fishtext.com,normal.alexa,0
beiterooz.ir,normal.alexa,0
kqtisagabardinedazyx.com,,1
tnrohkn.com,,1
lnyysatformalisticirekb.com,dga.banjori,1
a-agregat.ru,normal.alexa,0
dysintropi.me,normal.alexa,0
ekbsuanlovywchky.eu,,1
ukkgenhancedysb.com,,1
aqumudosars.ddns.net,,1
i7af1d1aac63f06a5f770a025372b4ca9b.cc,,1
bmfinygwujlgsn.cc,,1
btpnxlsfdqbhzazyx.net,,1
avwixgebfjg.ru,,1
amren.com,normal.alexa,0
igicsatformalisticirekb.com,,1
jbsfsesncyolluhfw.net,,1
mindtree.com,normal.alexa,0
tifmember.com,normal.alexa,0
adstage.io,normal.alexa,0
regal.jp,normal.alexa,0
seanwes.com,normal.alexa,0
shopavc.com,normal.alexa,0
magens.cl,normal.alexa,0
slanceviy-glas.livejournal.com,normal.alexa,0
gsbjqimqkgsio.info,,1
hdalfvhnmu.mooo.com,,1
lzlkhxfakzazu.net,,1
cineaste.co.kr,normal.alexa,0
pqgjtqais.com,,1
gamet.eu,normal.alexa,0
usadserver.com,normal.bambenek,0
idgbyhgfsh.com,,1
iowynsiugkeq.net,,1
hlpcjl.info,,1
cfqioegxnyqqftjpw.com,,1
ygwpplefrostbitecycz.com,dga.banjori,1
gryvhfuyxwfm.org,,1
joshfeuerstein.com,normal.alexa,0
ticket4u.in,normal.alexa,0
stirilocale24h.ro,normal.alexa,0
nrnvvgrtgiu.com,,1
flyercity.ca,normal.alexa,0
tiqfcxymgrophxrk.org,,1
clockpensionconfirmracelunch.com,,1
ipsthemes.com,normal.alexa,0
arcondicionadorj.com,normal.alexa,0
texploreredont.info,,1
hcidhaka.gov.in,normal.alexa,0
eqoqfordlinnetavox.com,dga.banjori,1
justworks.com,normal.alexa,0
login2loans.com,normal.alexa,0
opwqif.com,,1
ilqkugyqvaetigp.co,,1
installfarm.com,normal.bambenek,0
wldduvshtfms.net,,1
ofktqxabsjgbpkjsunywpfug.net,,1
ooogsaxqvovlja.ru,,1
abc4web.net,normal.alexa,0
fhmxjfprsgsrgscqcpvprpvhmkj.ru,,1
nutrition53.com,normal.alexa,0
kkdrb.co.kr,normal.alexa,0
forwardalways.net,dga.suppobox,1
hdtlleasuredehydratorysagp.com,,1
detelefoongids.nl,normal.alexa,0
e7wtujsxqfg5.org,,1
coop.se,normal.alexa,0
swplevkginvbqyyj.eu,,1
damandeh.com,normal.alexa,0
planetacurioso.com,normal.alexa,0
i3em3woiz2fn723vtd.com,,1
suburbancollection.com,normal.alexa,0
k4eaca5c6d3331d09b377ff75b92e424d3.tk,,1
upskilled.edu.au,normal.alexa,0
bellavitainpuglia.net,normal.alexa,0
com-onlineshop.com,normal.alexa,0
10r6exwd872knfu183co1rc76.org,,1
ltkrjzplxlgxkupiu.com,,1
ostrakuchnia.pl,normal.alexa,0
laughteronlineuniversity.com,normal.alexa,0
5if49a3c5a38.com,,1
dnainternet.net,normal.alexa,0
polypipe.com,normal.alexa,0
magnumserbia.rs,normal.alexa,0
mdqwotiwmtya.net,,1
jxtkvncp.com,dga.ramnit,1
protestants.org,normal.alexa,0
steelkittens.com,normal.alexa,0
dokqodug.ru,,1
stroy-mebel.ru,normal.alexa,0
bitzuma.com,normal.alexa,0
aapm.org,normal.alexa,0
v8pqfk5a309a.com,,1
qglqvklhgemltudo.eu,,1
lykuxuj.info,,1
kafd9824bb4bf341038be09ec66604050e.tk,,1
raovat29.com,normal.alexa,0
snapsurvey.net,normal.alexa,0
localtom.com,normal.alexa,0
bertrand-malvaux.fr,normal.alexa,0
85a7o5e7glin.org,,1
mhexufetcx.top,,1
ns1.dnsfor15.biz,,1
12ppma6140pho4ho0nn1a9vb3u.org,dga.post,1
empregosrj.com,normal.alexa,0
gzzk.cc,normal.alexa,0
ns1.backdates3.org,,1
gcoyikpmktnqenmp.eu,,1
jczagbym.info,,1
portall.zp.ua,normal.alexa,0
sitesimilar.net,normal.alexa,0
tawozsod.ru,dga.pushdo,1
gnqfqfcpwb.org,,1
alrayse.com,normal.alexa,0
expectra.fr,normal.alexa,0
usebb.net,normal.alexa,0
almamlakahnews.com,normal.alexa,0
slmxm4qlsdkhwfmhi8s.ddns.net,,1
lotteansfp4c.net,,1
technewonline.com,normal.alexa,0
writingavoidsuckpriestdevil.com,,1
fmworld.net,normal.alexa,0
bdsmwithyou.com,,1
sk1project.org,normal.alexa,0
marketprophecy.in,normal.alexa,0
adquan.com,normal.alexa,0
shuraba-matome.com,normal.alexa,0
icelebrityporn.com,normal.alexa,0
lyxumod.info,,1
aokiu.com,normal.alexa,0
binary-option-robot.com,normal.alexa,0
wingstop.com,normal.alexa,0
seniormarketsales.com,normal.alexa,0
qrfswkk.info,,1
xutakor.info,,1
bag77.ru,normal.alexa,0
easyvale.com.mx,normal.alexa,0
vhekqmrbli.org,,1
alloincognito.ru,normal.alexa,0
morobe.fr,normal.alexa,0
oji.su,normal.alexa,0
starwoodoffers.com,normal.alexa,0
ql7n521v3xmralyrwv3h1tg.ddns.net,,1
globalogiq.com,normal.alexa,0
ciei9tmqy32.net,,1
vipikece.info,dga.simda,1
5reb.com,normal.alexa,0
shatura-hlam.ru,normal.alexa,0
otntexplorerde.info,,1
handyhardware.com,normal.alexa,0
thesesaturday.net,,1
pvncpbdsjremrgmr.eu,,1
kfzlfauprhuukqlnlaq.biz,,1
abo.fi,normal.alexa,0
swagroup.com,normal.alexa,0
burgerschloz.de,normal.alexa,0
malaysiahomestay.net,normal.alexa,0
banma-inc.com,normal.alexa,0
hawukuz.info,,1
quetek.com,normal.alexa,0
alternativeflooring.com,normal.alexa,0
sugarstructureassociatemetal.com,,1
kiituniversity.net,normal.alexa,0
elydza1l2nuhu1eya3m41l75c0e.com,,1
x18zeed.com,normal.alexa,0
jeremyevans.net,normal.alexa,0
oltzgpl8e8h19k53.com,,1
oilexploration.ir,normal.alexa,0
dichcebx.info,,1
viainn.com,normal.alexa,0
allthingserp.com,normal.alexa,0
nbnekdcaaeoblafd.org,,1
ns1.backdates5.com,,1
14dex6610xc0uz1nv34ag1a6duiy.org,,1
theprincessmadison.tumblr.com,normal.alexa,0
topfilmesonlinehd.com,normal.alexa,0
spobvqerckfk.xyz,dga.tinba,1
astrologen24.de,normal.alexa,0
servicetacklematterdream.com,dga.matsnu,1
welhhhjgpdxjifxw.eu,,1
zavvi.de,normal.alexa,0
wartbartmart.com,,1
shockwave-sound.com,normal.alexa,0
webmastersmd.com,normal.alexa,0
brainwipe.com,normal.alexa,0
q1af22a85e833614d1cb30ab8685fcaef6.hk,,1
mdkwotiwmtya.info,,1
einladungskarten-grusskarten.de,normal.alexa,0
albmyjgtmbwhrj.com,,1
formregistration.com,normal.alexa,0
registerblast.com,normal.alexa,0
writers-community.com,normal.alexa,0
81c167e0ba9398bb12283d63208402e9.cz.cc,,1
uh1og1tbv1tnw35.com,,1
rheinbahn.de,normal.alexa,0
avar2015.org,normal.alexa,0
goqhamoz.ru,,1
kizlyar-shop.ru,normal.alexa,0
meublesmobistyl.be,normal.alexa,0
tambulya.com,normal.alexa,0
jxentul57zu13npw4rppy7lj.com,,1
megamarathi.com,normal.alexa,0
r582e10b5b17a101c4a52e6eb027da0c8d.so,,1
peqlrppxjiikhn.com,,1
hendigi.com,normal.alexa,0
moto123.com,normal.alexa,0
sskecysemocs.org,,1
whufc.com,normal.alexa,0
ghs.edu.hk,normal.alexa,0
techguilds.com,normal.alexa,0
zrxviologistbikerepil.com,,1
q45vufgpo8ybi8c.ddns.net,,1
leliliblog.wordpress.com,normal.alexa,0
lifeinbooks.net,normal.alexa,0
dfkkestnessbiophysicalohax.com,,1
programabonusclube.com.br,normal.alexa,0
owehkw.com,,1
feltheld.net,,1
aan1vlnoqa4o1q4.com,,1
etaska.hu,normal.alexa,0
npblaejcrv.com,,1
rebro.weebly.com,normal.alexa,0
encorealert.com,normal.alexa,0
3mdajo1tu4xh117cjcew1k4lxwc.org,,1
absolutelytech.com,normal.alexa,0
isuywemdvrjnhcbe.eu,,1
ry6z3gong83ne86u4y.ru,,1
akierra.com,normal.alexa,0
jhlpcankdsanmxgmomjbbbsun.net,,1
ciaopeople.it,normal.alexa,0
lasfhplayergetadobe.co.uk,,1
hemenbugun.com,normal.alexa,0
yalsljhqtdjowm.ru,,1
prose.io,normal.alexa,0
menufandisappointedplate.com,,1
jivayaeda.ru,normal.alexa,0
uoceqiwcwumcceqq.org,,1
rtnn.net,normal.alexa,0
motoblouz.es,normal.alexa,0
parsmark.com,normal.alexa,0
sexplaycam.com,normal.alexa,0
uoiousuiwcymao.net,,1
seasailsurf.com,normal.alexa,0
vouchercloud.de,normal.alexa,0
ns1.dnsfor20.com,,1
dentaltrey.it,normal.alexa,0
renault-auto.kz,normal.alexa,0
hhygwteuufpreih.so,,1
ltnbcjd.info,,1
2sa922nx3x99pgpa214h6l8x.biz,,1
ckkscqiqeuhh.com,,1
getone.cc,normal.alexa,0
nssbcwhhugxrsjpr.info,,1
dofacccdnamccnao.com,,1
dogalogue.com,normal.alexa,0
picmeoju.ru,dga.pushdo,1
playstationnetwork.com,normal.alexa,0
95191.com,normal.alexa,0
iport.ru,normal.alexa,0
czqqyhliirvtpxev.info,dga.murofet,1
7x2f2hgbsirac5hdja.net,,1
vwijcatl.info,,1
nmpogpcta.tj,,1
camacol.co,normal.alexa,0
pagerankchecker.com,normal.alexa,0
55cktdzv564hu1lyu21d7ueaf.biz,,1
b28f32i35bvcugqcyf22h54h24ezjrpqgyh34ny.info,,1
aquaristik-talk.de,normal.alexa,0
wdbiz.com,normal.alexa,0
dwbi.org,normal.alexa,0
jad5enfio7xri4lg.com,,1
vfcaller.com,normal.alexa,0
u66b7ff008885ac665a524f5d81796ee20.to,,1
rlvewctnoivs.com,,1
plmkpqgcfr.net,,1
yw1xguaxjwr43g3p8i.net,,1
weiguyun.com,normal.alexa,0
sbstrrckpgauobud57.com,,1
coasthills.coop,normal.alexa,0
ewbjtswvya.org,,1
dyrwdmvoauqgbzpcakbeyvtwuc.ru,,1
ns1.backdates14.biz,,1
hasee.com,normal.alexa,0
fullypcgamelinks.blogspot.com,normal.alexa,0
rundvcunpe.com,,1
yflkza.net,,1
fv2eto18atzyi85whcymmc0lq.com,,1
ffnacccfbdodlcon.de,,1
kpkvqzclwja.com,,1
bettingexchange.it,normal.alexa,0
adquoszg.com,,1
jekbhiylynblxhnq.mu,,1
qexyfep.info,,1
wsiucaah4hyxnistcm.ru,dga.rovnix,1
dhdebcooxmyg.com,,1
telwin.it,normal.alexa,0
170djly11f64q1roxfl53jobw7.net,,1
fecbgfigrlqm.com,,1
irrqoutlyvjqhyxs.net,,1
kiaosigusisdf.com,,1
iitm.ac.in,normal.alexa,0
buedenbender-hausbau.de,normal.alexa,0
bodybuilding-shop.ru,normal.alexa,0
zpwwplsvnrsvst.biz,,1
llnwd.net,normal.alexa,0
vsayrcxsqnzaqijhxypnldqwsuk.info,,1
oasisnewsroom.com,normal.alexa,0
ylelqvdbrqheubdd.eu,,1
personalwirtschaft.de,normal.alexa,0
c7da0bf4610c5833541f380058fd7eea14.cc,,1
visitcornwall.com,normal.alexa,0
coastdealhelpattractdetermine.com,,1
hjubodln.com,dga.conficker,1
163cp.com,normal.alexa,0
acu.edu,normal.alexa,0
xproject.kr,normal.alexa,0
mitino-o2.ru,normal.alexa,0
ywunlmmwf2u.net,,1
ncssm.edu,normal.alexa,0
xievvbv.sc,,1
ivtnlfxl.cc,,1
deblmlkxhnry.com,,1
rssad.jp,normal.alexa,0
kxl.com,normal.alexa,0
pdwfuxgnahmgsxhit.net,,1
solar-estimate.org,normal.alexa,0
nikomlight.com,normal.alexa,0
wpy05ls0afqpyb70mbc6mxu.ddns.net,dga.corebot,1
blondgirl.mobi,normal.alexa,0
fdotsagabardinedazyx.com,dga.banjori,1
junglecoupon.com,normal.alexa,0
kezibyr.info,,1
snlykjahjfhfcruxc.pw,,1
gyozqytxeuwgyhdwkjnorvoytojh.com,,1
wikiwords.org,normal.alexa,0
neidenfjellstue.com,normal.alexa,0
3dbuzz.com,normal.alexa,0
jaffari.org,normal.alexa,0
rdulsatformalisticirekb.com,,1
slizmmunsqontnd.com,,1
qlcvudwvirm.org,,1
j301d3310c05d9ff7fce08e334d960ab16.in,dga.dyre,1
yomaebzlsinlytabp.net,,1
kensetsunews.com,normal.alexa,0
xn--3ck9bufp53k34z.tokyo,normal.alexa,0
busmail.ru,normal.alexa,0
vvgwtl72xzktbyu2.info,,1
smartphonesblog.com,normal.alexa,0
fae6c626ffbad2df41d3fcb70f491ffcfe.ws,,1
electronicamx.net,normal.alexa,0
ep-reisen.de,normal.alexa,0
jumpmind.com,normal.alexa,0
julialovesart.com,normal.alexa,0
barmherzige-brueder.at,normal.alexa,0
aot.jp,normal.alexa,0
ns1.backdates4.com,,1
xhoetxls.com,,1
comsnets.org,normal.alexa,0
ghkkrqvy.info,,1
orleanshub.com,normal.alexa,0
barsigons.loan,normal.alexa,0
rqtiddxoekrfrti.biz,,1
noticiasdesantaluz.com.br,normal.alexa,0
affinitysalon.com,normal.alexa,0
efed56gbctmxctc874u.ddns.net,,1
u85pqkx2d04pypoh.com,,1
djeqepictom.com,,1
grapeking.com.tw,normal.alexa,0
kbatcodsholapet.org,,1
cgmap.ru,normal.alexa,0
zuxel.eu,,1
tradethunder.com,normal.alexa,0
nputxduvgvxvjhlg.eu,,1
eeirdef.com,dga.conficker,1
npage.de,normal.alexa,0
stills-development.co.uk,normal.alexa,0
y8vx741f0biqmqyb8n01y2e740.org,,1
remichel.com,normal.alexa,0
hostspicy.com,normal.alexa,0
wkp.io,normal.alexa,0
searchwillrage.com,normal.alexa,0
lliiijcfrbrq.com,,1
opcionis.com,normal.alexa,0
beansandjazz.com.au,normal.alexa,0
huxrepoz.ru,,1
wwwqykkaesqmwsuq.org,,1
y6c6gne6u2svgbungro.ddns.net,,1
owjgijg.info,,1
ldskcorp.ru,normal.alexa,0
wentevineyards.com,normal.alexa,0
100miin.com,normal.alexa,0
thealmightyguru.com,normal.alexa,0
nufytyzq.ru,,1
rodeniagi.ddns.net,,1
ns1.backdates2.biz,,1
cloudshares.net,normal.alexa,0
woulddinner.net,,1
storiedmind.com,normal.alexa,0
lmiknqdvcplbakei.eu,,1
1clickgames.com,normal.alexa,0
magazin-hudoznik-korolyov.ru,normal.alexa,0
snapsextcams.com,normal.alexa,0
lkjtldnwkodisxw.biz,dga.murofet,1
nrpturwkfljqxky.biz,,1
3hrglzbww9a.net,,1
bellsouth.com,normal.alexa,0
ikeo60e0q8qc.org,,1
ozrnlglgb.info,,1
wow-heroes.com,normal.alexa,0
hpwxgslggxkk.com,dga.tinba,1
daneshgahtehraniha.com,normal.alexa,0
hiewhwpkrms.org,dga.qakbot,1
emulation9.com,normal.alexa,0
jaiimvycgygsv.info,,1
verwoehndich.de,normal.alexa,0
domenii.com,normal.alexa,0
cucurqgcobpympodv.tw,,1
megamoviewatch.com,normal.alexa,0
huge-directory.com,normal.alexa,0
wjrf3a14dvm3w1d1o3v8fvv3xe.net,,1
banchungcuhn.net,normal.alexa,0
qhhoqdqdnpecgb.pw,,1
uoiociekkosaimys.org,,1
iulbtlmz.ws,dga.conficker,1
